date,datatype,station,attributes,value
2024-08-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.7
2024-08-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-08-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-08-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.0
2024-08-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-08-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.0
2024-08-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.0
2024-08-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-08-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",9.4
2024-08-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.2
2024-08-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-08-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.6
2024-08-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.8
2024-08-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-08-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-08-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.5
2024-08-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.2
2024-08-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-08-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",25.1
2024-08-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",32.8
2024-08-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-08-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",26.3
2024-08-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.9
2024-08-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-08-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",29.8
2024-08-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",37.2
2024-08-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",22.2
2024-08-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",27.7
2024-08-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",33.9
2024-08-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-08-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.2
2024-08-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.9
2024-08-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-08-31T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.4
2024-08-31T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.3
2024-08-31T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",20.6
2024-09-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.2
2024-09-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-09-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-09-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.1
2024-09-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-09-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-09-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.1
2024-09-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.9
2024-09-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.7
2024-09-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.4
2024-09-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-09-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.6
2024-09-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.7
2024-09-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-09-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.1
2024-09-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.2
2024-09-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-09-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-09-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.7
2024-09-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",24.4
2024-09-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-09-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.2
2024-09-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-09-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.8
2024-09-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",15.9
2024-09-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-09-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-09-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.7
2024-09-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-09-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",9.4
2024-09-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.9
2024-09-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-09-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-09-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.2
2024-09-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-09-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-09-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.3
2024-09-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-09-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.9
2024-09-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.0
2024-09-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",29.4
2024-09-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-09-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.4
2024-09-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-09-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-09-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.1
2024-09-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-09-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-09-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.6
2024-09-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-09-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-09-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.3
2024-09-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.9
2024-09-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",19.4
2024-09-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.0
2024-09-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-09-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-09-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.2
2024-09-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",30.0
2024-09-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.0
2024-09-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.3
2024-09-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.3
2024-09-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.3
2024-09-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.2
2024-09-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-09-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-09-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.3
2024-09-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-09-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-09-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.3
2024-09-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.9
2024-09-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-09-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.4
2024-09-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",22.8
2024-09-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-09-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.8
2024-09-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-09-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-09-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",23.1
2024-09-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-09-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.1
2024-09-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",24.7
2024-09-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.9
2024-09-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",21.7
2024-09-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.9
2024-09-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",21.7
2024-09-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",18.9
2024-09-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.7
2024-09-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.9
2024-09-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.8
2024-10-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.3
2024-10-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-10-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-10-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.4
2024-10-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",21.7
2024-10-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.7
2024-10-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.5
2024-10-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-10-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",15.6
2024-10-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.4
2024-10-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-10-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",17.2
2024-10-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.0
2024-10-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-10-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.8
2024-10-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.9
2024-10-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.0
2024-10-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",8.9
2024-10-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",19.8
2024-10-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-10-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",11.7
2024-10-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",15.3
2024-10-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.6
2024-10-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",8.3
2024-10-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.7
2024-10-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",22.2
2024-10-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",5.6
2024-10-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.7
2024-10-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.3
2024-10-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",5.6
2024-10-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.2
2024-10-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",21.1
2024-10-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.9
2024-10-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",15.3
2024-10-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-10-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-10-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.2
2024-10-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-10-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",9.4
2024-10-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.8
2024-10-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-10-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.7
2024-10-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.8
2024-10-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",13.9
2024-10-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",5.0
2024-10-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.3
2024-10-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.0
2024-10-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.3
2024-10-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.8
2024-10-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-10-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.3
2024-10-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",10.6
2024-10-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",21.1
2024-10-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.6
2024-10-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.8
2024-10-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-10-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-10-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.9
2024-10-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",24.4
2024-10-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.7
2024-10-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.8
2024-10-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-10-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.3
2024-10-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.1
2024-10-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.8
2024-10-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.2
2024-10-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.3
2024-10-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.1
2024-10-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-10-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",17.0
2024-10-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-10-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",5.6
2024-10-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.3
2024-10-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-10-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-10-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",14.9
2024-10-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.6
2024-10-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-10-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.6
2024-10-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.6
2024-10-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.6
2024-10-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.8
2024-10-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.3
2024-10-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
2024-10-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.5
2024-10-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",20.0
2024-10-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-10-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",15.5
2024-10-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-10-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.7
2024-10-31T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.6
2024-10-31T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.3
2024-10-31T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-11-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",22.0
2024-11-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",27.2
2024-11-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-11-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.8
2024-11-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",17.8
2024-11-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",4.4
2024-11-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.1
2024-11-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.7
2024-11-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-11-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",8.3
2024-11-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-11-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.6
2024-11-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.6
2024-11-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",25.6
2024-11-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",10.6
2024-11-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",21.6
2024-11-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",28.3
2024-11-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",16.1
2024-11-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",20.6
2024-11-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",26.7
2024-11-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",14.4
2024-11-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",18.0
2024-11-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",23.3
2024-11-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",12.2
2024-11-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.8
2024-11-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.6
2024-11-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-11-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",8.9
2024-11-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-11-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.7
2024-11-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",16.6
2024-11-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",24.4
2024-11-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",13.3
2024-11-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",14.7
2024-11-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.7
2024-11-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-11-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",6.4
2024-11-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",11.7
2024-11-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-1.0
2024-11-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",5.6
2024-11-14T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",10.0
2024-11-14T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-11-15T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",8.7
2024-11-15T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",13.3
2024-11-15T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.2
2024-11-16T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.3
2024-11-16T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.1
2024-11-16T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.2
2024-11-17T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.6
2024-11-17T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.0
2024-11-17T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.7
2024-11-18T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",11.4
2024-11-18T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",22.2
2024-11-18T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-11-19T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.0
2024-11-19T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.6
2024-11-19T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.2
2024-11-20T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",13.6
2024-11-20T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.3
2024-11-20T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",7.8
2024-11-21T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.4
2024-11-21T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",10.6
2024-11-21T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.2
2024-11-22T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",3.0
2024-11-22T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",7.8
2024-11-22T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",0.6
2024-11-23T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",8.5
2024-11-23T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",13.9
2024-11-23T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",6.1
2024-11-24T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",10.4
2024-11-24T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",14.4
2024-11-24T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",5.0
2024-11-25T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.6
2024-11-25T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.0
2024-11-25T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
2024-11-26T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.9
2024-11-26T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",17.8
2024-11-26T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.9
2024-11-27T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.8
2024-11-27T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",12.2
2024-11-27T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-0.5
2024-11-28T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",9.2
2024-11-28T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",13.9
2024-11-28T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",2.8
2024-11-29T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",4.5
2024-11-29T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",6.7
2024-11-29T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-2.7
2024-11-30T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-0.1
2024-11-30T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",2.8
2024-11-30T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-6.6
2024-12-01T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-1.1
2024-12-01T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",6.1
2024-12-01T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-6.6
2024-12-02T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",0.0
2024-12-02T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.0
2024-12-02T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-7.1
2024-12-03T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",0.2
2024-12-03T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.6
2024-12-03T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-6.0
2024-12-04T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-1.4
2024-12-04T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",6.1
2024-12-04T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-8.2
2024-12-05T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",3.4
2024-12-05T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.6
2024-12-05T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-2.7
2024-12-06T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-1.2
2024-12-06T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",3.3
2024-12-06T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-5.5
2024-12-07T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-0.9
2024-12-07T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",5.6
2024-12-07T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-5.5
2024-12-08T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.4
2024-12-08T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",18.9
2024-12-08T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-09T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",7.2
2024-12-09T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",15.0
2024-12-09T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-10T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",8.6
2024-12-10T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",12.8
2024-12-10T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",3.3
2024-12-11T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",12.5
2024-12-11T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",16.7
2024-12-11T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",1.1
2024-12-12T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",2.7
2024-12-12T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",7.2
2024-12-12T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-3.8
2024-12-13T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-0.6
2024-12-13T00:00:00,TMAX,GHCND:USW00093738,",,W,2400",3.3
2024-12-13T00:00:00,TMIN,GHCND:USW00093738,",,W,2400",-4.9
2024-12-14T00:00:00,TAVG,GHCND:USW00093738,"H,,S,",-0.4
