period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription
2019-11,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2019-11,VA,Virginia,1,Electric Utility,SUN,solar
2019-11,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2019-11,VA,Virginia,2,IPP Non-CHP,SUN,solar
2019-11,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2019-11,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2019-11,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2019-11,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2019-11,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2019-11,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2019-11,VA,Virginia,94,Independent Power Producers,SUN,solar
2019-11,VA,Virginia,96,All Commercial,SUN,solar
2019-11,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2019-11,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2019-11,VA,Virginia,98,Electric Power,SUN,solar
2019-11,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2019-11,VA,Virginia,99,All Sectors,SUN,solar
2019-12,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2019-12,VA,Virginia,1,Electric Utility,SUN,solar
2019-12,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2019-12,VA,Virginia,2,IPP Non-CHP,SUN,solar
2019-12,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2019-12,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2019-12,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2019-12,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2019-12,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2019-12,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2019-12,VA,Virginia,94,Independent Power Producers,SUN,solar
2019-12,VA,Virginia,96,All Commercial,SUN,solar
2019-12,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2019-12,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2019-12,VA,Virginia,98,Electric Power,SUN,solar
2019-12,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2019-12,VA,Virginia,99,All Sectors,SUN,solar
2020-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-01,VA,Virginia,1,Electric Utility,SUN,solar
2020-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-01,VA,Virginia,96,All Commercial,SUN,solar
2020-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-01,VA,Virginia,98,Electric Power,SUN,solar
2020-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-01,VA,Virginia,99,All Sectors,SUN,solar
2020-02,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-02,VA,Virginia,1,Electric Utility,SUN,solar
2020-02,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-02,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-02,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-02,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-02,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-02,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-02,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-02,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-02,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-02,VA,Virginia,96,All Commercial,SUN,solar
2020-02,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-02,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-02,VA,Virginia,98,Electric Power,SUN,solar
2020-02,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-02,VA,Virginia,99,All Sectors,SUN,solar
2020-03,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-03,VA,Virginia,1,Electric Utility,SUN,solar
2020-03,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-03,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-03,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-03,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-03,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-03,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-03,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-03,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-03,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-03,VA,Virginia,96,All Commercial,SUN,solar
2020-03,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-03,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-03,VA,Virginia,98,Electric Power,SUN,solar
2020-03,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-03,VA,Virginia,99,All Sectors,SUN,solar
2020-04,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-04,VA,Virginia,1,Electric Utility,SUN,solar
2020-04,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-04,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-04,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-04,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-04,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-04,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-04,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-04,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-04,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-04,VA,Virginia,96,All Commercial,SUN,solar
2020-04,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-04,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-04,VA,Virginia,98,Electric Power,SUN,solar
2020-04,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-04,VA,Virginia,99,All Sectors,SUN,solar
2020-05,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-05,VA,Virginia,1,Electric Utility,SUN,solar
2020-05,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-05,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-05,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-05,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-05,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-05,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-05,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-05,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-05,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-05,VA,Virginia,96,All Commercial,SUN,solar
2020-05,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-05,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-05,VA,Virginia,98,Electric Power,SUN,solar
2020-05,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-05,VA,Virginia,99,All Sectors,SUN,solar
2020-06,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-06,VA,Virginia,1,Electric Utility,SUN,solar
2020-06,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-06,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-06,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-06,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-06,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-06,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-06,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-06,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-06,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-06,VA,Virginia,96,All Commercial,SUN,solar
2020-06,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-06,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-06,VA,Virginia,98,Electric Power,SUN,solar
2020-06,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-06,VA,Virginia,99,All Sectors,SUN,solar
2020-07,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-07,VA,Virginia,1,Electric Utility,SUN,solar
2020-07,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-07,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-07,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-07,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-07,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-07,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-07,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-07,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-07,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-07,VA,Virginia,96,All Commercial,SUN,solar
2020-07,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-07,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-07,VA,Virginia,98,Electric Power,SUN,solar
2020-07,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-07,VA,Virginia,99,All Sectors,SUN,solar
2020-08,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-08,VA,Virginia,1,Electric Utility,SUN,solar
2020-08,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-08,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-08,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-08,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-08,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-08,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-08,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-08,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-08,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-08,VA,Virginia,96,All Commercial,SUN,solar
2020-08,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-08,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-08,VA,Virginia,98,Electric Power,SUN,solar
2020-08,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-08,VA,Virginia,99,All Sectors,SUN,solar
2020-09,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-09,VA,Virginia,1,Electric Utility,SUN,solar
2020-09,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-09,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-09,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-09,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-09,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-09,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-09,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-09,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-09,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-09,VA,Virginia,96,All Commercial,SUN,solar
2020-09,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-09,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-09,VA,Virginia,98,Electric Power,SUN,solar
2020-09,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-09,VA,Virginia,99,All Sectors,SUN,solar
2020-10,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-10,VA,Virginia,1,Electric Utility,SUN,solar
2020-10,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-10,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-10,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-10,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-10,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-10,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-10,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-10,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-10,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-10,VA,Virginia,96,All Commercial,SUN,solar
2020-10,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-10,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-10,VA,Virginia,98,Electric Power,SUN,solar
2020-10,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-10,VA,Virginia,99,All Sectors,SUN,solar
2020-11,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-11,VA,Virginia,1,Electric Utility,SUN,solar
2020-11,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-11,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-11,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-11,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-11,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-11,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-11,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-11,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-11,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-11,VA,Virginia,96,All Commercial,SUN,solar
2020-11,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-11,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-11,VA,Virginia,98,Electric Power,SUN,solar
2020-11,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-11,VA,Virginia,99,All Sectors,SUN,solar
2020-12,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2020-12,VA,Virginia,1,Electric Utility,SUN,solar
2020-12,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2020-12,VA,Virginia,2,IPP Non-CHP,SUN,solar
2020-12,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2020-12,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2020-12,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2020-12,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2020-12,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2020-12,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2020-12,VA,Virginia,94,Independent Power Producers,SUN,solar
2020-12,VA,Virginia,96,All Commercial,SUN,solar
2020-12,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2020-12,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2020-12,VA,Virginia,98,Electric Power,SUN,solar
2020-12,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2020-12,VA,Virginia,99,All Sectors,SUN,solar
2021-01,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-01,VA,Virginia,1,Electric Utility,SUN,solar
2021-01,VA,Virginia,1,Electric Utility,WND,wind
2021-01,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-01,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-01,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-01,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-01,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-01,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-01,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-01,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-01,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-01,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-01,VA,Virginia,96,All Commercial,SUN,solar
2021-01,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-01,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-01,VA,Virginia,98,Electric Power,SUN,solar
2021-01,VA,Virginia,98,Electric Power,WND,wind
2021-01,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-01,VA,Virginia,99,All Sectors,SUN,solar
2021-01,VA,Virginia,99,All Sectors,WND,wind
2021-02,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-02,VA,Virginia,1,Electric Utility,SUN,solar
2021-02,VA,Virginia,1,Electric Utility,WND,wind
2021-02,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-02,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-02,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-02,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-02,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-02,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-02,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-02,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-02,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-02,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-02,VA,Virginia,96,All Commercial,SUN,solar
2021-02,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-02,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-02,VA,Virginia,98,Electric Power,SUN,solar
2021-02,VA,Virginia,98,Electric Power,WND,wind
2021-02,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-02,VA,Virginia,99,All Sectors,SUN,solar
2021-02,VA,Virginia,99,All Sectors,WND,wind
2021-03,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-03,VA,Virginia,1,Electric Utility,SUN,solar
2021-03,VA,Virginia,1,Electric Utility,WND,wind
2021-03,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-03,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-03,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-03,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-03,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-03,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-03,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-03,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-03,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-03,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-03,VA,Virginia,96,All Commercial,SUN,solar
2021-03,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-03,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-03,VA,Virginia,98,Electric Power,SUN,solar
2021-03,VA,Virginia,98,Electric Power,WND,wind
2021-03,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-03,VA,Virginia,99,All Sectors,SUN,solar
2021-03,VA,Virginia,99,All Sectors,WND,wind
2021-04,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-04,VA,Virginia,1,Electric Utility,SUN,solar
2021-04,VA,Virginia,1,Electric Utility,WND,wind
2021-04,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-04,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-04,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-04,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-04,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-04,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-04,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-04,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-04,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-04,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-04,VA,Virginia,96,All Commercial,SUN,solar
2021-04,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-04,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-04,VA,Virginia,98,Electric Power,SUN,solar
2021-04,VA,Virginia,98,Electric Power,WND,wind
2021-04,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-04,VA,Virginia,99,All Sectors,SUN,solar
2021-04,VA,Virginia,99,All Sectors,WND,wind
2021-05,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-05,VA,Virginia,1,Electric Utility,SUN,solar
2021-05,VA,Virginia,1,Electric Utility,WND,wind
2021-05,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-05,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-05,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-05,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-05,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-05,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-05,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-05,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-05,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-05,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-05,VA,Virginia,96,All Commercial,SUN,solar
2021-05,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-05,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-05,VA,Virginia,98,Electric Power,SUN,solar
2021-05,VA,Virginia,98,Electric Power,WND,wind
2021-05,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-05,VA,Virginia,99,All Sectors,SUN,solar
2021-05,VA,Virginia,99,All Sectors,WND,wind
2021-06,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-06,VA,Virginia,1,Electric Utility,SUN,solar
2021-06,VA,Virginia,1,Electric Utility,WND,wind
2021-06,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-06,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-06,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-06,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-06,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-06,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-06,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-06,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-06,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-06,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-06,VA,Virginia,96,All Commercial,SUN,solar
2021-06,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-06,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-06,VA,Virginia,98,Electric Power,SUN,solar
2021-06,VA,Virginia,98,Electric Power,WND,wind
2021-06,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-06,VA,Virginia,99,All Sectors,SUN,solar
2021-06,VA,Virginia,99,All Sectors,WND,wind
2021-07,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-07,VA,Virginia,1,Electric Utility,SUN,solar
2021-07,VA,Virginia,1,Electric Utility,WND,wind
2021-07,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-07,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-07,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-07,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-07,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-07,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-07,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-07,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-07,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-07,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-07,VA,Virginia,96,All Commercial,SUN,solar
2021-07,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-07,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-07,VA,Virginia,98,Electric Power,SUN,solar
2021-07,VA,Virginia,98,Electric Power,WND,wind
2021-07,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-07,VA,Virginia,99,All Sectors,SUN,solar
2021-07,VA,Virginia,99,All Sectors,WND,wind
2021-08,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-08,VA,Virginia,1,Electric Utility,SUN,solar
2021-08,VA,Virginia,1,Electric Utility,WND,wind
2021-08,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
2021-08,VA,Virginia,2,IPP Non-CHP,SUN,solar
2021-08,VA,Virginia,4,Commercial Non-CHP,SUN,solar
2021-08,VA,Virginia,6,Industrial Non-CHP,HYC,conventional hydroelectric
2021-08,VA,Virginia,7,Industrial CHP,HYC,conventional hydroelectric
2021-08,VA,Virginia,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric
2021-08,VA,Virginia,90,Electric Power Sector Non-CHP,SUN,solar
2021-08,VA,Virginia,90,Electric Power Sector Non-CHP,WND,wind
2021-08,VA,Virginia,94,Independent Power Producers,HYC,conventional hydroelectric
2021-08,VA,Virginia,94,Independent Power Producers,SUN,solar
2021-08,VA,Virginia,96,All Commercial,SUN,solar
2021-08,VA,Virginia,97,All Industrial,HYC,conventional hydroelectric
2021-08,VA,Virginia,98,Electric Power,HYC,conventional hydroelectric
2021-08,VA,Virginia,98,Electric Power,SUN,solar
2021-08,VA,Virginia,98,Electric Power,WND,wind
2021-08,VA,Virginia,99,All Sectors,HYC,conventional hydroelectric
2021-08,VA,Virginia,99,All Sectors,SUN,solar
2021-08,VA,Virginia,99,All Sectors,WND,wind
2021-09,VA,Virginia,1,Electric Utility,HYC,conventional hydroelectric
2021-09,VA,Virginia,1,Electric Utility,SUN,solar
2021-09,VA,Virginia,1,Electric Utility,WND,wind
2021-09,VA,Virginia,2,IPP Non-CHP,HYC,conventional hydroelectric
