,,,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
NL,Netherlands,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5309259,-0.5429707,-0.2184168,0.4949175,0.3307674,0.9589609,0.3865302,0.4195614,0.225579,-0.4253733,-0.5094789,0.2660841,-0.255799,0.161466,0.264804,0.52156,-0.344541,-0.032983,-1.267776,-1.177164,-0.511732,-0.089574,-0.058736,0.130927,-0.1247122,-0.5986542,-0.9300192,-0.3267022,0.3753257,0.8041927,0.0632097,0.8231187,0.6884397,0.3693007,-0.3657952,-0.5247543,-0.1909829,0.1333741,-1.0207929,0.0363941,0.2441431,-1.0168329,-0.5002319,-0.6959059,-0.4797459,-0.4258419,0.2821671,-0.6321419,0.0475329,-0.7381641,-0.8810021,-0.8530371,-0.7537921,-0.8775831,-0.6294271,-1.0175931,-0.3442111,0.0534579,0.3856469,-0.0513611,-0.6772231,-0.3454091,-0.8269021,-0.7570981,0.2810659,0.0703169,0.0373619,-0.2738601,-0.1566171,0.1611989,-1.1260161,-0.6076571,-0.6836231,-1.6640291,-1.8382351,-1.1533071,-1.0061361,-0.3566141,,,,,,
BO,Bolivia,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.84,0.89,0.86,0.85,0.82,0.89,0.88,0.88,0.93,0.92,0.97,0.94,0.83,0.98,0.89,0.89,0.86,0.9,0.94,0.97,1.02,1.02,1.04,1.03,0.93,1.03,0.97,0.94,0.9,0.91,0.93,0.97,1.06,1.01,1.01,,,,,,,,,,,,
BO,Bolivia,lowcarbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.34,0.4,0.38,0.35,0.34,0.34,0.32,0.3,0.22,0.19,0.24,0.28,0.29,0.29,0.27,0.23,0.21,0.24,0.24,0.25,0.27,0.31,0.41,0.29,0.3,0.45,0.37,0.33,0.31,0.31,0.28,0.28,0.26,0.28,0.34,,,,,,,,,,,,
BO,Bolivia,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.5,0.49,0.48,0.5,0.48,0.55,0.56,0.58,0.71,0.73,0.73,0.66,0.54,0.69,0.62,0.66,0.65,0.66,0.7,0.72,0.75,0.71,0.63,0.74,0.63,0.58,0.6,0.61,0.59,0.6,0.65,0.69,0.8,0.73,0.67,,,,,,,,,,,,
BO,Bolivia,renewables-including-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.34,0.4,0.38,0.35,0.34,0.34,0.32,0.3,0.22,0.19,0.24,0.28,0.29,0.29,0.27,0.23,0.21,0.24,0.24,0.25,0.27,0.31,0.41,0.29,0.3,0.45,0.37,0.33,0.31,0.31,0.28,0.28,0.26,0.28,0.34,,,,,,,,,,,,
BO,Bolivia,hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.28,0.33,0.31,0.27,0.25,0.23,0.21,0.2,0.14,0.14,0.18,0.22,0.23,0.23,0.21,0.17,0.14,0.15,0.13,0.13,0.17,0.22,0.33,0.23,0.25,0.37,0.3,0.24,0.21,0.21,0.18,0.18,0.18,0.22,0.29,,,,,,,,,,,,
BO,Bolivia,renewables-except-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.06,0.07,0.07,0.08,0.09,0.11,0.11,0.1,0.08,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.09,0.11,0.12,0.1,0.09,0.08,0.06,0.05,0.08,0.07,0.09,0.1,0.1,0.1,0.1,0.08,0.06,0.05,,,,,,,,,,,,
BO,Bolivia,wind-and-solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.06,0.07,0.07,0.07,0.07,0.09,0.08,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.09,0.08,0.08,0.08,0.06,0.05,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.05,,,,,,,,,,,,
BO,Bolivia,geothermal-and-biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.01,0.02,0.02,0.03,0.03,0.02,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.02,0.01,0,0,0,0,0,0.01,0.02,0.02,0.02,0.02,0.01,0,0,,,,,,,,,,,,
BO,Bolivia,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.03,0.04,0.04,0.04,0.04,0.06,0.05,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.05,0.06,0.05,0.05,0.05,0.03,0.03,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.02,,,,,,,,,,,,
BO,Bolivia,solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,,,
BO,Bolivia,biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.01,0.02,0.02,0.03,0.03,0.02,0,0,0,0,0,0,0,0,0.02,0.03,0.03,0.02,0.01,0,0,0,0,0,0.01,0.02,0.02,0.02,0.02,0.01,0,0,,,,,,,,,,,,
BO,Bolivia,gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.5,0.49,0.48,0.5,0.48,0.55,0.56,0.58,0.71,0.73,0.73,0.66,0.54,0.69,0.62,0.66,0.65,0.66,0.7,0.72,0.75,0.71,0.63,0.74,0.63,0.58,0.6,0.61,0.59,0.6,0.65,0.69,0.8,0.73,0.67,,,,,,,,,,,,
BO,Bolivia,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
TR,Turkey,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6990306,23.1406135,23.5690137,22.7098945,23.8729745,23.2177125,27.3556595,26.3597161,24.0799165,22.8199533,22.7057699,24.8419177,25.5964721,24.1132995,23.9315091,19.4483399,20.19368,22.9947828,27.6397231,27.8456256,26.7665528,24.560743,23.8633319,26.3377054,26.1716172,23.3663631,27.1705689,25.2564644,24.5032501,26.1180679,29.8290167,31.3365209,27.1330179,25.5530757,25.4857054,27.6535127,27.1472036,24.3883593,27.067124,24.77896,24.6459686,26.6671671,28.4400484,31.0106389,26.8610188,24.7485884,24.2569714,25.6624877,26.821168,23.8681602,25.9186241,24.0277897,25.6817057,24.6338016,31.0147433,33.1409822,28.013643,24.788415,23.9753782,27.0812134,27.936986,25.426273,25.5444226,23.2756795,25.7359091,27.4251011,32.519187,31.968452,26.63123,26.01639,26.540405,28.691021,27.902237,27.043721,26.015217,25.720721,26.7668368,26.0160739,,,,,,
TR,Turkey,lowcarbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.988451,11.0228462,11.318243,12.9685573,14.444518,12.9692985,11.368195,11.3539562,9.3502117,7.9767042,7.3571474,8.2651642,9.4772,10.9568047,13.6741796,13.1639961,12.6535278,10.1359742,11.65931,11.3699027,9.7278989,7.6192922,6.7189209,8.1068565,8.9172725,8.5212707,10.9132928,12.8059837,10.6051671,8.6367761,10.7736517,10.0931613,8.3353624,8.4943017,7.8804951,9.1696478,9.895855,9.8635133,13.8340073,14.151281,13.8873977,12.8819817,13.2415137,11.2283435,9.4157085,9.1784242,8.4975588,8.1963136,8.2389928,7.8681699,11.3646847,13.1678982,13.5044243,13.6209091,13.7119686,12.5417019,10.8843347,8.9990735,10.1822239,12.046674,14.280733,13.023041,12.186858,14.981184,13.781385,13.778055,14.420394,12.744775,10.41653,10.931616,9.951785,10.427497,10.751509,10.308081,12.25607,14.443638,15.399793,13.894955,14.913895,14.799667,,,,
TR,Turkey,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6155213,12.033913,12.160669,9.6442214,9.3274591,10.1640967,15.9308295,14.9134621,14.6508229,14.7417698,15.1452454,16.384532,16.0329464,12.97304,10.0521283,6.1876723,7.3428453,12.4861623,15.8363322,16.3657093,16.9258062,16.824531,17.0391593,18.1261238,17.1527341,14.7536806,16.1747787,12.3372933,13.8106882,17.3915821,18.9403542,21.1309432,18.6835919,16.9405202,17.4892565,18.3401322,17.1106293,14.3854471,13.131633,10.4933475,10.5705421,13.4275257,14.7864613,19.3453897,16.9936419,15.0523445,15.1389774,16.9096348,17.7984303,15.5633126,14.0523217,10.5598128,11.8283947,10.7248908,16.9277719,20.0935334,16.6815249,15.5522873,13.3134229,14.5194281,13.5553911,12.336626,13.168078,8.150573,11.68672,13.351408,18.030057,19.15187,16.139013,15.000658,16.509247,18.197052,17.079384,16.673641,13.686132,11.206727,11.182699,11.97085,18.16981,18.019467,,,,
TR,Turkey,renewables-including-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9884509,11.0228463,11.3182431,12.9685573,14.444518,12.9692985,11.368195,11.3539561,9.3502116,7.9767042,7.3571475,8.2651641,9.4772,10.9568046,13.6741795,13.1639961,12.6535278,10.1359743,11.6593099,11.3699028,9.727899,7.6192922,6.718921,8.1068566,8.9172725,8.5212708,10.9132928,12.8059836,10.6051671,8.6367761,10.7736517,10.0931613,8.3353624,8.4943018,7.8804951,9.1696476,9.895855,9.8635134,13.8340072,14.1512811,13.8873977,12.8819818,13.2415138,11.2283435,9.4157084,9.1784242,8.4975588,8.1963136,8.2389929,7.86817,11.3646846,13.1678982,13.5044243,13.6209092,13.7119686,12.5417019,10.8843346,8.9990735,10.182224,12.046674,14.2807329,13.023041,12.186858,14.981184,13.781385,13.778055,14.420394,12.744775,10.41653,10.931616,9.951785,10.427497,10.751509,10.308081,12.25607,14.443638,15.399793,13.894955,14.913895,14.799667,,,,
TR,Turkey,hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6120677,7.1384452,7.6786332,9.9295566,11.53218,9.5616093,7.5959051,6.9201014,5.6448683,5.0728678,4.4780251,5.0451621,5.4510078,7.1202117,9.5576845,9.090191,8.9842976,6.702892,6.7625904,6.6689922,5.5444198,4.453707,3.2627268,3.9219714,4.2794891,4.0025366,6.1744363,8.0415956,5.7848778,4.498167,5.033602,4.8087798,2.8559386,3.2583127,3.0917405,3.651056,4.6971567,5.0096398,8.0210058,8.6201115,8.6167051,6.8926098,5.5732911,5.3552034,3.8951355,3.2507203,3.1246941,3.2673161,2.9790341,2.4435091,5.3984966,7.5314842,7.5683646,7.6579746,6.6304735,5.5115162,3.9326665,3.4004506,4.2099343,6.2831219,7.636067,7.336411,6.640018,7.956936,7.738548,6.353763,6.015086,5.142252,4.504523,4.116148,4.100493,4.301469,4.734198,4.101874,5.321995,7.159385,7.325007,4.781338,5.594427,4.669258,,,,
TR,Turkey,renewables-except-hydro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3763832,3.8844011,3.6396099,3.0390007,2.912338,3.4076892,3.7722899,4.4338547,3.7053433,2.9038364,2.8791224,3.220002,4.0261922,3.8365929,4.116495,4.0738051,3.6692302,3.4330823,4.8967195,4.7009106,4.1834792,3.1655852,3.4561942,4.1848852,4.6377834,4.5187342,4.7388565,4.764388,4.8202893,4.1386091,5.7400497,5.2843815,5.4794238,5.2359891,4.7887546,5.5185916,5.1986983,4.8538736,5.8130014,5.5311696,5.2706926,5.989372,7.6682227,5.8731401,5.5205729,5.9277039,5.3728647,4.9289975,5.2599588,5.4246609,5.966188,5.636414,5.9360597,5.9629346,7.0814951,7.0301857,6.9516681,5.5986229,5.9722897,5.7635521,6.6446659,5.68663,5.54684,7.024248,6.042837,7.424292,8.405308,7.602523,5.912007,6.815468,5.851292,6.126028,6.017311,6.206207,6.934075,7.284253,8.074786,9.113617,9.319468,10.130409,,,,
TR,Turkey,wind-and-solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5267204,2.3333887,2.7892991,2.2394228,2.1122588,2.6578681,3.0290749,3.6852089,2.9217561,2.0541753,1.9615143,2.2481288,2.9395382,2.8351601,3.015866,3.0309056,2.7088238,2.4709733,3.9500817,3.7446948,3.214998,2.0978429,2.34081,2.9953165,3.4147932,3.3671743,3.4454322,3.5223157,3.5930529,2.9700531,4.5933971,4.1301137,4.2645718,3.8984603,3.4466417,4.1065291,3.7326941,3.510701,4.3486647,4.1587275,3.8715645,4.6852881,6.3582228,4.6096252,4.2386895,4.5732469,3.954485,3.4086185,3.7323495,4.0848265,4.492363,4.235432,4.5130602,4.6384845,5.8095361,5.7281874,5.6190603,4.1813488,4.5094975,4.1506382,5.0215549,4.189135,4.00447,5.606198,4.639299,6.134963,7.115783,6.29048,4.6451,5.374238,4.422172,4.612598,4.488372,4.80192,5.432411,5.83801,6.667198,7.792229,8.04931,8.866854,,,,
TR,Turkey,geothermal-and-biofuels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8496628,1.5510124,0.8503108,0.7995779,0.8000792,0.7498211,0.743215,0.7486458,0.7835872,0.8496611,0.9176081,0.9718732,1.086654,1.0014328,1.100629,1.0428995,0.9604064,0.962109,0.9466378,0.9562158,0.9684812,1.0677423,1.1153842,1.1895687,1.2229902,1.1515599,1.2934243,1.2420723,1.2272364,1.168556,1.1466526,1.1542678,1.214852,1.3375288,1.3421129,1.4120625,1.4660042,1.3431726,1.4643367,1.3724421,1.3991281,1.3040839,1.3099999,1.2635149,1.2818834,1.354457,1.4183797,1.520379,1.5276093,1.3398344,1.473825,1.400982,1.4229995,1.3244501,1.271959,1.3019983,1.3326078,1.4172741,1.4627922,1.6129139,1.623111,1.497495,1.54237,1.41805,1.403538,1.289329,1.289525,1.312043,1.266907,1.44123,1.42912,1.51343,1.528939,1.404287,1.501664,1.446243,1.407588,1.321388,1.270158,1.263555,,,,
TR,Turkey,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2202917,1.8285475,2.0292875,1.4976365,1.1690012,1.726088,1.9794931,2.6766418,1.9972125,1.2682027,1.3572306,1.8634699,2.3943343,2.2519526,2.1579085,1.9951218,1.5348336,1.2724163,2.6246349,2.4388049,2.0948076,1.1319796,2.3034401,2.4314388,2.8845258,2.5126193,2.5140204,2.4249973,2.0886884,1.5289208,3.0005599,2.6097554,2.8945137,2.6556282,2.6193785,3.4914693,3.1169938,2.6327993,3.196907,2.580646,2.0975747,2.9060396,4.2065181,2.7591313,2.4665766,3.185824,2.9537605,2.60242,2.7023289,2.8728634,3.0415265,2.3929312,2.3516113,2.2687317,3.0467934,3.194131,3.3496396,2.3014164,3.3163763,3.0521412,4.0556286,2.77885,2.121384,3.221455,2.437784,2.972812,4.065193,3.237356,2.065675,2.84731,2.945916,3.559832,2.825565,3.00238,3.44836,2.80121,2.754909,3.825565,3.584829,4.511882,,,,
TR,Turkey,solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3064287,0.5048412,0.7600116,0.7417863,0.9432576,0.9317801,1.0495818,1.0085671,0.9245436,0.7859726,0.6042837,0.3846589,0.5452039,0.5832075,0.8579575,1.0357838,1.1739902,1.198557,1.3254468,1.3058899,1.1201904,0.9658633,0.0373699,0.5638777,0.5302674,0.854555,0.9314118,1.0973184,1.5043645,1.4411323,1.5928372,1.5203583,1.3700581,1.2428321,0.8272632,0.6150598,0.6157003,0.8779017,1.1517577,1.5780815,1.7739898,1.7792485,2.1517047,1.8504939,1.7721129,1.3874229,1.0007245,0.8061985,1.0300206,1.2119631,1.4508365,1.8425008,2.1614489,2.3697528,2.7627427,2.5340564,2.2694207,1.8799324,1.1931212,1.098497,0.9659263,1.410285,1.883086,2.384743,2.201515,3.162151,3.05059,3.053124,2.579425,2.526928,1.476256,1.052766,1.662807,1.79954,1.984051,3.0368,3.912289,3.966664,4.464481,4.354972,,,,
